"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NP_251977.1",2328.66023201721,0.153629366725706,0.509419819362568,0.301577129287865,0.762974444880137,0.891705007665996
"NP_251978.1",830.567754236358,-0.362671620756772,0.296610502536989,-1.22272009134789,0.221435435804848,0.483970960363092
"NP_251979.1",345.509507386549,-0.563523998910196,0.226492666393696,-2.48804523291127,0.0128447395089164,0.105141475980202
"NP_251980.1",2105.73822752723,-0.155730756435806,0.292479943472483,-0.532449352208169,0.59441481159136,0.804568819212418
"NP_251981.1",771.596495690704,0.293629312443894,0.50002068670076,0.587234329006108,0.55704633958298,0.779864875416171
"NP_251982.1",220.00356186285,0.475397380361179,0.413998292340423,1.14830758763195,0.250841607890946,0.518667282982842
"NP_251983.1",101.803604546414,0.788465059761437,0.399881283711615,1.97174784586832,0.0486383987556145,0.220140244530705
"NP_251984.1",341.76091416076,0.561669782312385,0.311918849100764,1.80069201951608,0.0717514361609711,0.268115104736281
"NP_251985.1",345.223702916071,0.443015871553405,0.266528822736403,1.66216871783337,0.096478950362992,0.31303561361209
"NP_251986.1",58.8907069343312,-0.29896479392685,0.274625085223368,-1.08862886172137,0.276317583956449,0.545189594420331
"NP_251987.1",1968.54279671781,-0.0119593937982308,0.170423300908071,-0.0701746400551286,0.944054658857128,0.978563184246162
"NP_251988.1",26.5841697439987,-0.567802915817741,0.358783082875067,-1.58257995685783,0.113517234824526,0.343743425532773
"NP_251989.1",1706.86862011582,0.592015354650889,0.221715973059822,2.67015202594878,0.00758169110345974,0.0772931101818669
"NP_251990.1",363.179376284162,-0.0525794498533801,0.23664724427691,-0.222184923446034,0.824169930159761,0.925962496832009
"NP_251991.1",409.770188798597,0.0885323912710344,0.195058102679111,0.453877024614961,0.649917340975138,0.834904649047759
"NP_251992.1",749.966887954094,0.248531691269711,0.211459219296739,1.17531735951862,0.239867771937323,0.506529284357007
"NP_251993.1",197.591054053724,-0.0379614548091665,0.150031106587274,-0.253023893995504,0.800249749096974,0.912662934275377
"NP_251994.1",235.841019551692,-0.033206117202815,0.254436212792793,-0.130508612898814,0.89616404031596,0.96044730738066
"NP_251995.1",475.936341815012,-0.506975659394019,0.131029293473883,-3.86917799793427,0.000109202898986781,0.0061049610017965
"NP_251996.1",346.890537107988,-0.502701841890339,0.216393395551332,-2.32309235043677,0.0201741918356007,0.135461177267952
"NP_251997.1",2142.99102537576,-0.480949826846906,0.469792033480832,-1.02375049505076,0.305953138403888,0.575266421938028
"NP_251998.1",2721.64134600124,0.262211446263544,0.151174338721247,1.73449706135007,0.0828299267123643,0.288451586884286
"NP_251999.1",40705.4897527156,0.274406521598088,0.340492225950034,0.80591126811323,0.420294013589271,0.67494773982351
"NP_252000.1",1686.91552273805,-0.224297638804216,0.277416201570209,-0.808523934559932,0.418789033381355,0.673698827071945
"NP_252001.1",495.050166157404,-0.357348428781553,0.188355963619511,-1.89719731679649,0.0578019008604126,0.239569697973284
"NP_252002.1",160.518858920938,-0.131585091334013,0.141693978835221,-0.928656901413119,0.353066922963422,0.619450803121011
